21_04_27 08:20:39.873,550,I,2,1,4216,66,none,1c0faf149415460075000000270000001a0000000000040005000600040000300000e41ece5b000054c9876059040c0b018c1e19700e54c987600a1301001a00fc1e
21_04_27 08:20:39.873,551,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:21:02.362,0,O,1,2,  73,162,ERR,0d007dc9876073000100040004000100320087c98760e0ff01000a0000008ac98760400a01000a0000008dc98760410a01000a00000092c98760e0ff01000b00000095c98760400a01000b00000098c98760410a01000b0000009dc98760e0ff01000c000000a0c98760400a01000c000000a3c98760410a01000c000000a8c98760e0ff01000d000000abc98760400a01000d000000aec98760410a01000d000000
21_04_27 08:21:19.257,0,O,1,2,  77,78,ERR,06008ec98760770001000400040001001e0098c9876009fb0100110000009bc9876009fb0100120000009ec9876009fb010013000000a1c9876009fb010014000000a4c9876009fb010015000000
21_04_27 08:21:39.934,557,I,2,1,4216,66,none,1813c714ae134400a50000002b0020001b0000000000050006000600050000301000e01ee25b000090c9876059040d0c019e1e19700e90c98760461301001a00fc1e
21_04_27 08:21:39.934,558,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:22:09.964,564,I,2,1,4216,66,none,9d11ab14c7148a000a000000160002001a0000000000050006000600050000300000e81eec5b0000aec987605904140d018c1e19700eaec98760641301001a00fc1e
21_04_27 08:22:09.964,565,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:22:16.646,555,O,1,2,  77,46,ERR,0300c7c98760770001000400040001000f00d1c98760670a010011000400b8880000d3c98760600a010011000000
21_04_27 08:22:19.528,568,I,2,1, 118,2,none,30f0
21_04_27 08:22:39.993,570,I,2,1,4216,66,none,7a11e513ca14e2007600000039003c001a0000000000050006000600050000301000dc1ef65b0000ccc987605904100e01a41d19700eccc98760821301001a00fc1e
21_04_27 08:22:39.993,571,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:23:06.448,567,O,1,2,  77,158,ERR,0b00f9c98760770001000400040001007800ffc987602300010011000200581b00ca87602300010012000200282301ca87602300010013000200282302ca87602300010014000200581b03ca87602300010015000200282304ca8760610a010011000200010005ca8760610a010012000200010006ca8760610a010013000200010007ca8760610a010014000200010008ca8760610a0100150002000100
21_04_27 08:23:10.411,576,I,2,1,4216,66,none,3a144a14a914860000000000230001002e0000000000060006000700050000300000e41e005c0000eac9876059040f0e019a1d19700eeac98760a01301002e00fc1e
21_04_27 08:23:10.411,577,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:23:10.411,578,I,2,1, 118,2,none,30f0
21_04_27 08:23:15.204,575,O,1,2,  77,158,ERR,0b0002ca876077000100040004000100780008ca87602300010011000200581b09ca8760230001001200020028230aca8760230001001300020028230bca87602300010014000200581b0cca8760230001001500020028230dca8760610a01001100020001000eca8760610a01001200020001000fca8760610a010013000200010010ca8760610a010014000200010011ca8760610a0100150002000100
21_04_27 08:23:18.084,581,I,2,1, 118,2,none,30f0
21_04_27 08:23:22.525,580,O,1,2,  77,158,ERR,0b0009ca876077000100040004000100780013ca87602300010011000200581b14ca87602300010012000200282315ca87602300010013000200282316ca87602300010014000200581b17ca87602300010015000200282318ca8760610a010011000200010019ca8760610a01001200020001001aca8760610a01001300020001001bca8760610a01001400020001001cca8760610a0100150002000100
21_04_27 08:23:25.430,584,I,2,1, 118,2,none,30f0
21_04_27 08:23:40.050,585,I,2,1,4216,66,none,bf143214c1146f00000000001e0000001a0000000000060007000700060000300000e41e0a5c000008ca87605904100e018c1d19700e08ca8760be1301001a00fc1e
21_04_27 08:23:40.051,586,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:24:13.052,622,I,2,1,4216,66,none,bf12fc0faf1074011e026c03df004000e50100000000060007000700060000301000c01e145c000026ca876059041f1001a51e19700e26ca8760dc1301007b00f01e
21_04_27 08:24:13.052,623,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:24:40.401,685,I,2,1,4216,66,none,d0110d12511376014303bb01d2003f00e30100000000060007000700060000301000c41e1e5c000044ca87605904271401a52422700e44ca8760fa130100d801d81e
21_04_27 08:24:44.120,686,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:25:12.168,739,I,2,1,4216,66,none,52101911cf1330011705be00ea004100e00100000000070007000800070000301000c41e285c000062ca876059042b1701a42422700e62ca876018140100d601d81e
21_04_27 08:25:12.168,740,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:25:42.117,799,I,2,1,4216,66,none,f8103c115914b2007d060000dd004400df0100000000070008000800070000301000c41e325c000080ca876059042d1a01a32422700e80ca876036140100d501d81e
21_04_27 08:25:43.992,800,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:25:48.405,583,O,1,2,  77,183,ERR,03009bca8760770001000400040001001400a5ca8760f6f0010005008d000031203437393536552032313032324141202032313131362e363736313136383620202e3030303031373232202030303030302d30202031323335312d3320302020393939370d0a32203437393536202039372e35363430202031392e383533382030303233383032203132362e37323734203233332e363134332031352e3035343337393435202035303537a9ca8760600a010005000000
21_04_27 08:25:51.300,806,I,2,1, 118,2,none,30f0
21_04_27 08:26:10.205,808,I,2,1,4216,66,none,110b7a1481144500ba000000260023001d0000000000070008000800070000301000e41e3c5c00009eca876059041e1901a01e19700e9eca8760541401001a00fc1e
21_04_27 08:26:10.205,809,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:26:26.287,0,O,1,2,  75,70,ERR,0500c1ca8760750001000400040001005802c6ca8760770001000400040001002d00ccca8760400a010005000000d1ca8760410a010005000000d6ca87604d00010004000000
21_04_27 08:26:29.174,814,I,2,1, 118,2,none,30f0
21_04_27 08:26:40.253,815,I,2,1,4216,66,none,db14c114c1144a0000000000030000001b0000000000080008000900070000300000e81e465c0000bcca876059041a17018c1d19700ebcca8760721401001700fc1e
21_04_27 08:26:40.253,816,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
21_04_27 08:27:10.261,835,I,2,1,4216,66,none,3615ba142d155a0000000000080009001a0000000000080009000900080000300400e81e505c0000daca876059042317018d1d18700edaca8760901401001a00fc1e
21_04_27 08:27:10.261,836,I,2,1,4217,81,none,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
